record_id,dimension_id,group,field_name,question,evidence_state,observed_fact,evidence_url,evidence_type,observed_at,region,access_mode,confidence,actor,input,output,page_module,entity,event,state,error_exception,document,personal_data,risk,handoff,inference,gap_reason,next_method,product_implication,metric_name,metric_value,metric_unit,metric_currency,metric_period,metric_territory,metric_classification,metric_method,metric_publisher,source_title,source_publication_date
D10.1,D10,D01-D10 Discovery,supplier_detail,Which supplier fields/actions appear?,observed,"Sample PDP links supplier storefront and shows location, tenure, rating, response time, dispatch and reorder metrics; full company-profile tabs were not opened.",https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,guest buyer,Capability-specific user intent or prerequisite described by the dimension question.,"Sample PDP links supplier storefront and shows location, tenure, rating, response time, dispatch and reorder metrics; full company-profile tabs were not opened.",https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,Supplier Detail,supplier_detail.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,UX; PM; SEO,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D11.1,D11,D11-D20 Identity,registration_entry,Is registration entry visible?,observed,Homepage provides Create account and Sign in entry points.,https://www.alibaba.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,registrant or member,Capability-specific user intent or prerequisite described by the dimension question.,Homepage provides Create account and Sign in entry points.,https://www.alibaba.com/,Registration Entry,registration_entry.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SEC; CMP; UX,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D12.1,D12,D11-D20 Identity,buyer_registration,What buyer registration inputs are documented?,observed,"Buyer membership/account exists, but exact guest buyer registration fields were not traversed.",https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,registrant or member,Capability-specific user intent or prerequisite described by the dimension question.,"Buyer membership/account exists, but exact guest buyer registration fields were not traversed.",https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,Buyer Registration,buyer_registration.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SEC; CMP; UX,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D13.1,D13,D11-D20 Identity,supplier_enrollment,What supplier enrollment path is public?,observed,"US Seller page presents Start selling, annual package selection, business verification, onboarding and storefront launch sequence.",https://seller.alibaba.com/us,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,registrant or member,Capability-specific user intent or prerequisite described by the dimension question.,"US Seller page presents Start selling, annual package selection, business verification, onboarding and storefront launch sequence.",https://seller.alibaba.com/us,Supplier Enrollment,supplier_enrollment.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SEC; CMP; UX,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D14.1,D14,D11-D20 Identity,login,Which login mechanisms are documented?,observed,Sign-in is visible; Terms state some services require registered membership.,https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,registrant or member,Capability-specific user intent or prerequisite described by the dimension question.,Sign-in is visible; Terms state some services require registered membership.,https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,Login,login.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SEC; CMP; UX,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D15.1,D15,D11-D20 Identity,role_selection,Is an explicit buyer/seller role-selection screen shown?,observed,Terms define buyer and seller users; current registration role-selection UI was not directly traversed.,https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,registrant or member,Capability-specific user intent or prerequisite described by the dimension question.,Terms define buyer and seller users; current registration role-selection UI was not directly traversed.,https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,Role Selection,role_selection.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SEC; CMP; UX,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D16.1,D16,D11-D20 Identity,email_verification,How is email verified?,observed-not-found,Email verification steps were not visible in inspected guest pages.,https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,registrant or member,Capability-specific user intent or prerequisite described by the dimension question.,Email verification steps were not visible in inspected guest pages.,https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,Email Verification,email_verification.evaluated,guest/public evidence -> observed-not-found,Registration was not submitted and auth paths were not entered.,Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SEC; CMP; UX,Capability implication is limited to the cited public evidence and access mode.,Registration was not submitted and auth paths were not entered.,Use an authorized test account or current official registration help article.,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D17.1,D17,D11-D20 Identity,mobile_verification,How is mobile verified?,observed-not-found,Mobile verification/OTP requirements were not observed.,https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2034&cId=1306#/rule/detail?cId=1306&ruleId=2034,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,registrant or member,Capability-specific user intent or prerequisite described by the dimension question.,Mobile verification/OTP requirements were not observed.,https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2034&cId=1306#/rule/detail?cId=1306&ruleId=2034,Mobile Verification,mobile_verification.evaluated,guest/public evidence -> observed-not-found,No registration attempt was made.,Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SEC; CMP; UX,Capability implication is limited to the cited public evidence and access mode.,No registration attempt was made.,Inspect current account-registration help under authorization.,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D18.1,D18,D11-D20 Identity,company_onboarding,Is company information collected?,observed,Seller page states business verification precedes onboarding; buyer identity stages can require business information according to Help Center indexing.,https://seller.alibaba.com/us,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,registrant or member,Capability-specific user intent or prerequisite described by the dimension question.,Seller page states business verification precedes onboarding; buyer identity stages can require business information according to Help Center indexing.,https://seller.alibaba.com/us,Company Onboarding,company_onboarding.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SEC; CMP; UX,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D19.1,D19,D11-D20 Identity,kyc_kyb_documents,Which exact KYB documents are mandatory at registration?,observed,"Privacy policy states identity/security, KYC, AML and due-diligence processing; exact document checklist varies and was not submitted.",https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2034&cId=1306#/rule/detail?cId=1306&ruleId=2034,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,registrant or member,Capability-specific user intent or prerequisite described by the dimension question.,"Privacy policy states identity/security, KYC, AML and due-diligence processing; exact document checklist varies and was not submitted.",https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2034&cId=1306#/rule/detail?cId=1306&ruleId=2034,Kyc Kyb Documents,kyc_kyb_documents.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SEC; CMP; UX,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D20.1,D20,D11-D20 Identity,password_recovery,What recovery path is documented?,observed-not-found,Password recovery workflow was not traversed or documented in scoped sources.,https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,registrant or member,Capability-specific user intent or prerequisite described by the dimension question.,Password recovery workflow was not traversed or documented in scoped sources.,https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,Password Recovery,password_recovery.evaluated,guest/public evidence -> observed-not-found,Auth-only flow and no account used.,Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SEC; CMP; UX,Capability implication is limited to the cited public evidence and access mode.,Auth-only flow and no account used.,Inspect official account-security help without submitting personal data.,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D21.1,D21,D21-D30 Supplier tools,dashboard,Is a supplier dashboard evidenced?,observed,Seller page publicly depicts a supplier dashboard; authenticated dashboard content was not accessed.,https://seller.alibaba.com/us,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,seller/member; buyer where applicable,Capability-specific user intent or prerequisite described by the dimension question.,Seller page publicly depicts a supplier dashboard; authenticated dashboard content was not accessed.,https://seller.alibaba.com/us,Dashboard,dashboard.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SUP; PM; ENG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D22.1,D22,D21-D30 Supplier tools,company_profile,Can suppliers maintain a profile?,observed,Seller offer includes a customized storefront and catalog setup; sample PDP links a supplier storefront.,https://seller.alibaba.com/us,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,seller/member; buyer where applicable,Capability-specific user intent or prerequisite described by the dimension question.,Seller offer includes a customized storefront and catalog setup; sample PDP links a supplier storefront.,https://seller.alibaba.com/us,Company Profile,company_profile.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SUP; PM; ENG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D23.1,D23,D21-D30 Supplier tools,catalog_management,Is catalog/showroom management evidenced?,observed,Seller plan includes storefront/catalog management and product migration/importing features.,https://seller.alibaba.com/us,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,seller/member; buyer where applicable,Capability-specific user intent or prerequisite described by the dimension question.,Seller plan includes storefront/catalog management and product migration/importing features.,https://seller.alibaba.com/us,Catalog Management,catalog_management.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SUP; PM; ENG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
