site,site_name,capability,dimension_id,evidence_state,observed_fact,source_report_url,source_data_url,source_evidence_url,accessed_at,confidence,limitations,evidence_coverage_flag,score_interpretation
alibaba,Alibaba.com,logistics,D42,observed,"Alibaba Logistics page documents origin/destination/dimensions, quote comparison and provider chat/booking, while also announcing marketplace discontinuation from 2025-10-15 and a new model.",https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-003.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-003/dimensions.csv,https://ship.alibaba.com/,2026-08-24,high,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",1,"evidence coverage only; not quality, market rank, or capability performance"
alibaba,Alibaba.com,inspection,D46,observed,Buyer guide names production monitoring and inspection services and sample checks; no inspection booking was executed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-003.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-003/dimensions.csv,https://buyer.alibaba.com/page/HowItWorks/Page.html,2026-08-24,high,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",1,"evidence coverage only; not quality, market rank, or capability performance"
alibaba,Alibaba.com,dispute,D50,observed,"Trade Assurance says Alibaba.com investigates, mediates and resolves claims using online order and communication records.",https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-003.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-003/dimensions.csv,https://buyer.alibaba.com/page/tradeassurance/buyer/story.html,2026-08-24,high,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",1,"evidence coverage only; not quality, market rank, or capability performance"
alibaba,Alibaba.com,localization,D61,observed,Homepage offers language/currency selector; Buyer Central claims 16 translated languages; app translation quality was not tested.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-003.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-003/dimensions.csv,https://buyer.alibaba.com/,2026-08-24,medium,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",1,"evidence coverage only; not quality, market rank, or capability performance"
alibaba,Alibaba.com,monetization,D69,observed,"US seller page publishes annual Basic, Standard and Professional memberships with differentiated RFQ/advertising/onboarding benefits.",https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-003.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-003/dimensions.csv,https://seller.alibaba.com/us,2026-08-24,high,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",1,"evidence coverage only; not quality, market rank, or capability performance"
global-sources,Global Sources,positioning,D00,observed,"Global Sources describes itself as a multichannel O2O sourcing platform combining online marketplace, apps, industry trade shows and business matching.",https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004/dimensions.csv,https://www.globalsources.com/corporate/en/about/,2026-08-24,high,"Authenticated, regional and transaction edge cases not executed.",1,"evidence coverage only; not quality, market rank, or capability performance"
global-sources,Global Sources,discovery,D03,observed,Homepage exposes Products/Suppliers scopes; manufacturer result page represents keyword/category discovery.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004/dimensions.csv,https://www.globalsources.com/,2026-08-24,high,"Authenticated, regional and transaction edge cases not executed.",1,"evidence coverage only; not quality, market rank, or capability performance"
global-sources,Global Sources,rfq,D28,observed,Homepage links RFQ; official content says buyers can submit requirements for supplier quotations.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004/dimensions.csv,https://www.globalsources.com/knowledge/how-to-safely-source-and-sell-products-on-globalsourcescom/,2026-08-24,high,"Authenticated, regional and transaction edge cases not executed.",1,"evidence coverage only; not quality, market rank, or capability performance"
global-sources,Global Sources,verification,D51,observed,Verified Supplier guide describes document review and on-site audits; sample supplier shows Verified Supplier badge.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004/dimensions.csv,https://www.globalsources.com/knowledge/what-is-a-verified-supplier-on-globalsources-com/,2026-08-24,medium,"Authenticated, regional and transaction edge cases not executed.",1,"evidence coverage only; not quality, market rank, or capability performance"
global-sources,Global Sources,storefront,D22,observed,"Supplier storefront exposes profile, products, categories, trade shows, contact and virtual tour.",https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004/dimensions.csv,https://phyijia.manufacturer.globalsources.com/homepage_6008851991151.htm,2026-08-24,high,"Authenticated, regional and transaction edge cases not executed.",1,"evidence coverage only; not quality, market rank, or capability performance"
global-sources,Global Sources,messaging,D30,observed,PDP inquiry form and supplier Chat/Inquire CTAs are visible; message not sent.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004/dimensions.csv,https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,2026-08-24,high,"Authenticated, regional and transaction edge cases not executed.",1,"evidence coverage only; not quality, market rank, or capability performance"
global-sources,Global Sources,sample,D32,observed,Supplier PDP text states samples available and sample time; no structured sample order was executed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004/dimensions.csv,https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,2026-08-24,medium,"Authenticated, regional and transaction edge cases not executed.",1,"evidence coverage only; not quality, market rank, or capability performance"
global-sources,Global Sources,online-order,D34,observed,Ready to Order handbook documents order quantity/address submission and supplier final quotation.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004/dimensions.csv,https://www.globalsources.com/handbook,2026-08-24,high,"Authenticated, regional and transaction edge cases not executed.",1,"evidence coverage only; not quality, market rank, or capability performance"
global-sources,Global Sources,payment,D37,observed,"Help Center recommends PayPal for Sample/Direct orders below USD10,000; PDP sample also states T/T.",https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004/dimensions.csv,https://www.globalsources.com/helpCenter/article/3424/10004/10025,2026-08-24,high,"Authenticated, regional and transaction edge cases not executed.",1,"evidence coverage only; not quality, market rank, or capability performance"
global-sources,Global Sources,protection,D38,observed-not-found,No neutral escrow hold/release state machine was observed; PayPal and Buyer Protection are named.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004/dimensions.csv,https://www.globalsources.com/helpCenter/article/3424/10004/10025,2026-08-24,high,Secure payment/dispute assistance does not establish escrow.,0,"evidence coverage only; not quality, market rank, or capability performance"
global-sources,Global Sources,logistics,D42,observed,"PDP lists sea, air and express delivery examples and carriers; no platform logistics booking was executed.",https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004/dimensions.csv,https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,2026-08-24,medium,"Authenticated, regional and transaction edge cases not executed.",1,"evidence coverage only; not quality, market rank, or capability performance"
global-sources,Global Sources,inspection,D46,observed-not-found,Order-linked inspection booking was not observed; verification/audit content concerns supplier legitimacy.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004/dimensions.csv,https://www.globalsources.com/knowledge/what-is-a-verified-supplier-on-globalsources-com/,2026-08-24,high,Supplier verification differs from shipment inspection.,0,"evidence coverage only; not quality, market rank, or capability performance"
global-sources,Global Sources,dispute,D50,observed,Trade dispute help provides feedback Scam & Fraud and service email routes; adjudication states/SLA not documented.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004/dimensions.csv,https://www.globalsources.com/helpCenter/article/3380/10005/10028,2026-08-24,high,"Authenticated, regional and transaction edge cases not executed.",1,"evidence coverage only; not quality, market rank, or capability performance"
global-sources,Global Sources,localization,D61,observed,"Homepage and knowledge pages expose English, Simplified/Traditional Chinese and additional translated knowledge locales.",https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004/dimensions.csv,https://www.globalsources.com/,2026-08-24,high,"Authenticated, regional and transaction edge cases not executed.",1,"evidence coverage only; not quality, market rank, or capability performance"
global-sources,Global Sources,monetization,D69,observed,Official Global Sources content states buyers use the platform free while suppliers fund listings/visibility through membership/services; exact current fee table not observed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-004/dimensions.csv,https://www.globalsources.com/knowledge/how-to-safely-source-and-sell-products-on-globalsourcescom/,2026-08-24,medium,"Authenticated, regional and transaction edge cases not executed.",1,"evidence coverage only; not quality, market rank, or capability performance"
made-in-china,Made-in-China.com,positioning,D00,observed,Comprehensive foreign-trade service platform connecting Chinese suppliers and overseas buyers.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005/dimensions.csv,https://www.made-in-china.com/aboutus/main/,2026-08-24,high,Authenticated/transaction/region edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
made-in-china,Made-in-China.com,discovery,D03,observed,Search supports product/supplier keywords and result refinement.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005/dimensions.csv,https://activity.made-in-china.com/show/xQrasYIbFmVA/sxutRkLPIEVl/Help_How_to_Source_Products,2026-08-24,high,Authenticated/transaction/region edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
made-in-china,Made-in-China.com,rfq,D28,observed,RFQ lets buyer post one request and receive multiple quotes.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005/dimensions.csv,https://activity.made-in-china.com/show/xQrasYIbFmVA/sxutRkLPIEVl/Help_How_to_Source_Products,2026-08-24,high,Authenticated/transaction/region edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
made-in-china,Made-in-China.com,verification,D51,observed,Audited Supplier uses SGS/BV/TÜV/CTI and free online audit reports.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005/dimensions.csv,https://www.made-in-china.com/audited-suppliers/for-buyers/,2026-08-24,high,Authenticated/transaction/region edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
made-in-china,Made-in-China.com,storefront,D22,observed,Supplier showroom and profile editing modules are linked.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005/dimensions.csv,https://www.made-in-china.com/aboutus/main/,2026-08-24,high,Authenticated/transaction/region edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
made-in-china,Made-in-China.com,messaging,D30,observed,Inquiry and TradeMessenger are documented; messages/quotations live in Virtual Office.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005/dimensions.csv,https://activity.made-in-china.com/show/xQrasYIbFmVA/sxutRkLPIEVl/Help_How_to_Source_Products,2026-08-24,high,Authenticated/transaction/region edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
made-in-china,Made-in-China.com,sample,D32,observed,Request Sample and sample price are displayed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005/dimensions.csv,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,2026-08-24,high,Authenticated/transaction/region edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
made-in-china,Made-in-China.com,online-order,D34,observed,Secured Trading flow begins Start Order Request and supplier quote.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005/dimensions.csv,https://activity.made-in-china.com/show/xQrasYIbFmVA/sxutRkLPIEVl/Help_How_to_Source_Products,2026-08-24,high,Authenticated/transaction/region edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
made-in-china,Made-in-China.com,payment,D37,observed,"STS documents card, PayPal, Apple/Google Pay, T/T and local methods with fees/limits.",https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005/dimensions.csv,https://trading.made-in-china.com/buyerfaq,2026-08-24,high,Authenticated/transaction/region edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
made-in-china,Made-in-China.com,protection,D38,observed,PDP explicitly calls STS escrow: funds held by Made-in-China.com until delivery/quality terms and buyer confirmation.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005/dimensions.csv,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,2026-08-24,high,Authenticated/transaction/region edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
made-in-china,Made-in-China.com,logistics,D42,observed,Platform Logistics and shipment tracking are described; execution not performed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005/dimensions.csv,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,2026-08-24,high,Authenticated/transaction/region edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
made-in-china,Made-in-China.com,inspection,D46,observed,Optional pre-shipment inspection for quality and quantity is advertised.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005/dimensions.csv,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,2026-08-24,high,Authenticated/transaction/region edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
made-in-china,Made-in-China.com,dispute,D50,observed,Platform-assisted dispute handling is advertised; Buyer FAQ contains refund/chargeback states.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005/dimensions.csv,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,2026-08-24,high,Authenticated/transaction/region edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
made-in-china,Made-in-China.com,localization,D61,observed,About page exposes 15 locale links while also claiming 11 languages in a metric block; discrepancy retained.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005/dimensions.csv,https://www.made-in-china.com/aboutus/main/,2026-08-24,high,Authenticated/transaction/region edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
made-in-china,Made-in-China.com,monetization,D69,observed,Supplier monetization includes advanced membership and service-market packages; current public fee table not observed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-005/dimensions.csv,https://www.made-in-china.com/aboutus/main/,2026-08-24,high,Authenticated/transaction/region edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
indiamart,IndiaMART,positioning,D00,observed,IndiaMART is a business matchmaking venue; it is not party to buyer-seller negotiations or sale agreements.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006/dimensions.csv,https://www.indiamart.com/terms-of-use.html,2026-08-24,high,Authenticated/regional edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
indiamart,IndiaMART,discovery,D03,observed,Homepage provides category discovery and AI visual search; live keyword query was not run.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006/dimensions.csv,https://www.indiamart.com/,2026-08-24,high,Authenticated/regional edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
indiamart,IndiaMART,rfq,D28,observed,Post Requirement is the buyer demand-entry CTA.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006/dimensions.csv,https://www.indiamart.com/,2026-08-24,high,Authenticated/regional edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
indiamart,IndiaMART,verification,D51,observed,"TrustSEAL stamp/certificate follows GST, bank, conflict and VKYC checks.",https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006/dimensions.csv,https://help.indiamart.com/knowledge-base/trustseal-pro/,2026-08-24,high,Authenticated/regional edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
indiamart,IndiaMART,storefront,D22,observed,"Paid catalog tools include templated catalog, control panel and brochure.",https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006/dimensions.csv,https://help.indiamart.com/knowledge-base/trustseal-pro/,2026-08-24,high,Authenticated/regional edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
indiamart,IndiaMART,messaging,D30,observed,"BuyLead alerts use email, SMS and app; consuming reveals buyer contact details.",https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006/dimensions.csv,https://help.indiamart.com/knowledge-base/buy-lead/,2026-08-24,high,Authenticated/regional edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
indiamart,IndiaMART,sample,D32,observed-not-found,No sufficient public guest evidence found for this dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006/dimensions.csv,https://www.indiamart.com/terms-of-use.html,2026-08-24,medium,Guest/auth/transaction or technical test was unavailable for this field.,0,"evidence coverage only; not quality, market rank, or capability performance"
indiamart,IndiaMART,online-order,D34,observed,Terms frame IndiaMART as matchmaking rather than a general order-contract platform.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006/dimensions.csv,https://www.indiamart.com/terms-of-use.html,2026-08-24,high,Authenticated/regional edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
indiamart,IndiaMART,payment,D37,observed-not-found,No sufficient public guest evidence found for this dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006/dimensions.csv,https://www.indiamart.com/terms-of-use.html,2026-08-24,medium,Guest/auth/transaction or technical test was unavailable for this field.,0,"evidence coverage only; not quality, market rank, or capability performance"
